file,line,type,commit,author,date,time,timezone,datetime,depth,length
index.js,12,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,2
index.js,13,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,3,55
index.js,14,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,3,55
index.js,15,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,3,49
index.js,16,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,3,49
index.js,17,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,3
index.js,18,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,0
index.js,19,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
index.html,1,html,9b23881c,Siddhu-S,2025-10-03,13:19:10,-07:00,2025-10-03T13:19:10-07:00,0,13
index.html,2,html,9b23881c,Siddhu-S,2025-10-03,13:19:10,-07:00,2025-10-03T13:19:10-07:00,0,14
index.html,3,html,9b23881c,Siddhu-S,2025-10-03,13:19:10,-07:00,2025-10-03T13:19:10-07:00,0,4
index.html,4,html,9b23881c,Siddhu-S,2025-10-03,13:19:10,-07:00,2025-10-03T13:19:10-07:00,2,20
index.html,5,html,9b23881c,Siddhu-S,2025-10-03,13:19:10,-07:00,2025-10-03T13:19:10-07:00,2,68
index.html,6,html,9b23881c,Siddhu-S,2025-10-03,13:19:10,-07:00,2025-10-03T13:19:10-07:00,2,63
index.html,7,html,e5551a83,Siddhu-S,2025-10-03,19:07:49,-07:00,2025-10-03T19:07:49-07:00,2,0
index.html,8,html,a0c876f1,Siddhu-S,2025-10-03,18:46:29,-07:00,2025-10-03T18:46:29-07:00,2,39
index.html,9,html,9b23881c,Siddhu-S,2025-10-03,13:19:10,-07:00,2025-10-03T13:19:10-07:00,0,5
index.html,10,html,9b23881c,Siddhu-S,2025-10-03,13:19:10,-07:00,2025-10-03T13:19:10-07:00,0,4
index.html,11,html,e5551a83,Siddhu-S,2025-10-03,19:07:49,-07:00,2025-10-03T19:07:49-07:00,0,0
index.html,12,html,e5551a83,Siddhu-S,2025-10-03,19:07:49,-07:00,2025-10-03T19:07:49-07:00,2,28
index.html,13,html,e5551a83,Siddhu-S,2025-10-03,19:07:49,-07:00,2025-10-03T19:07:49-07:00,2,103
index.html,14,html,e5551a83,Siddhu-S,2025-10-03,19:07:49,-07:00,2025-10-03T19:07:49-07:00,2,75
index.html,15,html,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,0
index.html,16,html,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,22
index.html,17,html,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,20
index.html,18,html,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
index.html,19,html,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,4
index.html,20,html,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,19
index.html,21,html,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,25
index.html,22,html,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,4,0
index.html,23,html,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,4
index.html,24,html,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
index.html,25,html,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
index.html,26,html,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,45
index.html,27,html,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,50
index.html,28,html,9b23881c,Siddhu-S,2025-10-03,13:19:10,-07:00,2025-10-03T13:19:10-07:00,0,5
index.html,29,html,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
index.html,30,html,9b23881c,Siddhu-S,2025-10-03,13:19:10,-07:00,2025-10-03T13:19:10-07:00,0,5
global.js,1,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,25
global.js,2,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
global.js,3,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,41
global.js,4,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,52
global.js,5,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
global.js,6,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
global.js,7,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,11
global.js,8,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,35
global.js,9,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,39
global.js,10,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,38
global.js,11,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,37
global.js,12,js,00000000,Not Committed Yet,2025-11-08,04:56:05,-08:00,2025-11-08T04:56:05-08:00,1,34
global.js,13,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,54
global.js,14,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
global.js,15,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
global.js,16,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,15
global.js,17,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,70
global.js,18,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,3
global.js,19,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,14
global.js,20,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
global.js,21,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,59
global.js,22,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
global.js,23,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,40
global.js,24,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,25
global.js,25,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
global.js,26,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,22
global.js,27,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,42
global.js,28,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,53
global.js,29,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
global.js,30,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,36
global.js,31,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,15
global.js,32,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,22
global.js,33,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
global.js,34,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,16
global.js,35,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,43
global.js,36,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,15
global.js,37,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,3,27
global.js,38,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,3,63
global.js,39,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,39
global.js,40,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
global.js,41,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,52
global.js,42,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,0
global.js,43,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
global.js,44,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,38
global.js,45,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,15
global.js,46,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,18
global.js,47,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,17
global.js,48,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,0
global.js,49,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
global.js,50,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,12
global.js,51,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
global.js,52,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
global.js,53,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,36
global.js,54,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,3
global.js,55,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,32
global.js,56,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,20
global.js,57,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
global.js,58,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,17
global.js,59,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,3,66
global.js,60,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,0
global.js,61,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
global.js,62,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,33
global.js,63,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,10
global.js,64,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,15
global.js,65,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,59
global.js,66,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,0
global.js,67,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
global.js,68,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,0
global.js,69,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,0,79
global.js,70,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,43
global.js,71,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,60
global.js,72,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,2,5
global.js,73,js,e092769c,Siddhu-S,2025-11-08,04:03:47,-08:00,2025-11-08T04:03:47-08:00,1,0
